Gene	MostFrequentPhenotype	numVariant	numPhenotypes	Date	MostFrequentInterpretation
TRIP12	Global developmental delay	2	2	aug2014	Pathogenic
TRIP13	Malignant melanoma	2	2	aug2014	not provided
ZNF564	Malignant melanoma	1	1	aug2014	not provided
IFT172	SHORT-RIB THORACIC DYSPLASIA 10 WITHOUT POLYD	14	14	aug2014	Pathogenic
RBM28	Alopecia, neurologic defects, and endocrinopa	1	1	aug2014	Pathogenic
DNAL1	Ciliary dyskinesia, primary, 16	2	2	aug2014	Pathogenic
LIN7A	Malignant melanoma	5	5	aug2014	not provided
MT-CO1	Deafness, nonsyndromic sensorineural, mitocho	16	16	aug2014	Pathogenic
MT-CO2	Cytochrome-c oxidase deficiency	5	5	aug2014	Pathogenic
MT-CO3	Cytochrome-c oxidase deficiency	7	7	aug2014	Pathogenic
TGM4	Lung cancer	2	2	aug2014	not provided
TGM5	not provided	4	4	aug2014	Benign
TGM6	Spinocerebellar ataxia 35	9	9	aug2014	Pathogenic
SMG5	Malignant melanoma	1	1	aug2014	not provided
OR2D2	Malignant melanoma	3	3	aug2014	not provided
FNBP1	Lung cancer	1	1	aug2014	Uncertain significance
MARCH5	Lung cancer	1	1	aug2014	Uncertain significance
ZNF75D	Lung cancer	1	1	aug2014	Uncertain significance
MARCH6	Malignant melanoma	1	1	aug2014	not provided
MARCH1	Lung cancer	7	7	aug2014	Uncertain significance
MARCH3	Lung cancer	1	1	aug2014	Uncertain significance
FOXI1	Enlarged vestibular aqueduct syndrome	4	4	aug2014	Pathogenic
TMEM174	Malignant melanoma	1	1	aug2014	not provided
MARCH8	Lung cancer	2	2	aug2014	Uncertain significance
CLSTN2	Malignant melanoma	8	8	aug2014	not provided
TMEM100	Malignant melanoma	1	1	aug2014	not provided
EIF3M	Malignant melanoma	2	2	aug2014	not provided
EIF3A	Lung cancer	2	2	aug2014	not provided
EIF3B	Malignant melanoma	1	1	aug2014	not provided
EIF3C	Malignant melanoma	1	1	aug2014	not provided
OR5AC2	Malignant melanoma	2	2	aug2014	not provided
FADD	INFECTIONS, RECURRENT, ASSOCIATED WITH ENCEPH	1	1	aug2014	Pathogenic
LINC00276	Lung cancer	1	1	aug2014	Uncertain significance
MKKS	Bardet-Biedl syndrome 6	23	23	aug2014	Pathogenic
MYEOV2	Malignant melanoma	1	1	aug2014	not provided
WT1	Drash syndrome	40	40	aug2014	Pathogenic
CDKN2A	Melanoma, cutaneous malignant, 2, susceptibil	78	78	aug2014	Uncertain significance
BARD1	Neoplastic Syndromes, Hereditary	139	139	aug2014	Uncertain significance
WDR7	Lung cancer	4	4	aug2014	Uncertain significance
EDEM2	Hydronephrosis	1	1	aug2014	Pathogenic
EDEM3	Malignant melanoma	2	2	aug2014	not provided
UBTD2	Lung cancer	1	1	aug2014	Uncertain significance
LARP4B	Lung cancer	1	1	aug2014	Uncertain significance
TAS1R2	Malignant melanoma	5	5	aug2014	not provided
CCL2	Congenital human immunodeficiency virus	6	6	aug2014	Pathogenic
NFATC1	Malignant melanoma	5	5	aug2014	Pathogenic
NFATC2	Lung cancer	2	2	aug2014	not provided
NFATC3	Lung cancer	1	1	aug2014	Uncertain significance
NFATC4	Malignant melanoma	3	3	aug2014	not provided
CCL5	Human immunodeficiency virus type 1, delayed 	2	2	aug2014	Pathogenic
LOC283214	Lung cancer	1	1	aug2014	Uncertain significance
FAM73B	Malignant melanoma	1	1	aug2014	not provided
MYCBPAP	Malignant melanoma	2	2	aug2014	not provided
TBC1D25	Malignant melanoma	1	1	aug2014	not provided
HCCS	Microphthalmia syndromic 7	11	11	aug2014	Pathogenic
GFER	not provided	3	3	aug2014	Pathogenic
CYP26B1	Malignant melanoma	8	8	aug2014	not provided
TUBD1	Malignant melanoma	1	1	aug2014	not provided
PPP1R14D	Malignant melanoma	2	2	aug2014	not provided
OR2AG2	Malignant melanoma	3	3	aug2014	not provided
OR2AG1	Malignant melanoma	2	2	aug2014	not provided
TCTE1	Malignant melanoma	2	2	aug2014	not provided
CA12	Hyperchlorhidrosis, isolated	2	2	aug2014	Pathogenic
ANXA10	Lung cancer	1	1	aug2014	Uncertain significance
SDSL	Malignant melanoma	1	1	aug2014	not provided
RALY	Lung cancer	1	1	aug2014	Uncertain significance
DNTT	Malignant melanoma	1	1	aug2014	not provided
PCDH12	Malignant melanoma	1	1	aug2014	not provided
PCDH10	Malignant melanoma	1	1	aug2014	not provided
PCDH17	Malignant melanoma	2	2	aug2014	not provided
ALKBH8	Lung cancer	1	1	aug2014	Uncertain significance
PCDH15	AllHighlyPenetrant	140	140	aug2014	Benign
VPS53	PONTOCEREBELLAR HYPOPLASIA, TYPE 2E	2	2	aug2014	Pathogenic
VPS52	Malignant melanoma	1	1	aug2014	not provided
ALKBH4	Malignant melanoma	1	1	aug2014	not provided
PCDH19	not provided	37	37	aug2014	Benign
RALB	Lung cancer	2	2	aug2014	not provided
VPS54	Lung cancer	1	1	aug2014	Uncertain significance
ISX	Malignant melanoma	3	3	aug2014	not provided
OR10G9	Malignant melanoma	3	3	aug2014	not provided
OR10G8	Malignant melanoma	1	1	aug2014	not provided
LOC284930	Lung cancer	3	3	aug2014	Uncertain significance
DNAJB9	Malignant melanoma	1	1	aug2014	not provided
C6orf10	Malignant melanoma	1	1	aug2014	not provided
DNAJB2	not provided	3	3	aug2014	Benign
DNAJB6	Limb-girdle muscular dystrophy, type 1E	5	5	aug2014	Pathogenic
DNAJB4	Malignant melanoma	1	1	aug2014	not provided
AMDHD1	Malignant melanoma	1	1	aug2014	not provided
AMDHD2	Malignant melanoma	3	3	aug2014	not provided
CES5A	Malignant melanoma	2	2	aug2014	not provided
DIDO1	Malignant melanoma	4	4	aug2014	not provided
KISS1	HYPOGONADOTROPIC HYPOGONADISM 13 WITHOUT ANOS	1	1	aug2014	Pathogenic
NIPAL1	Malignant melanoma	1	1	aug2014	not provided
FRK	Malignant melanoma	1	1	aug2014	not provided
ZNF808	Malignant melanoma	1	1	aug2014	not provided
FRY	Lung cancer	6	6	aug2014	not provided
HELZ	Malignant melanoma	1	1	aug2014	not provided
LOC101927314	Lung cancer	8	8	aug2014	Uncertain significance
COL17A1	Adult junctional epidermolysis bullosa	17	17	aug2014	Pathogenic
FAM65C	Lung cancer	3	3	aug2014	Uncertain significance
FAM65B	Lung cancer	1	1	aug2014	Uncertain significance
GRIK1	Malignant melanoma	4	4	aug2014	not provided
GRIK2	AllHighlyPenetrant	16	16	aug2014	Likely benign
GRIK3	Lung cancer	4	4	aug2014	not provided
GRIK4	Lung cancer	3	3	aug2014	Uncertain significance
GRIK5	Malignant melanoma	2	2	aug2014	not provided
GLRA3	Lung cancer	2	2	aug2014	Uncertain significance
SGSH	Mucopolysaccharidosis, MPS-III-A	26	26	aug2014	Pathogenic
RNF145	Malignant melanoma	1	1	aug2014	not provided
CALR	Essential thrombocythemia	4	4	aug2014	other
PSKH2	Malignant melanoma	1	1	aug2014	not provided
ZNF717	Malignant melanoma	2	2	aug2014	not provided
CAAP1	Malignant melanoma	3	3	aug2014	not provided
DHX8	Malignant melanoma	1	1	aug2014	not provided
MSH2	Lynch syndrome	1124	1124	aug2014	Pathogenic
MSH3	Endometrial carcinoma	1	1	aug2014	other
MSH4	Malignant melanoma	2	2	aug2014	not provided
MSH6	Lynch syndrome	822	822	aug2014	Uncertain significance
MYOCD	Malignant melanoma	12	12	aug2014	not provided
FBLIM1	Malignant melanoma	1	1	aug2014	not provided
CD320	not provided	10	10	aug2014	Benign
MT-TA	Mitochondrial myopathy	2	2	aug2014	Pathogenic
XCR1	Malignant melanoma	1	1	aug2014	not provided
PTH2	Malignant melanoma	1	1	aug2014	not provided
XPR1	Lung cancer	3	3	aug2014	Uncertain significance
NFXL1	Malignant melanoma	3	3	aug2014	not provided
GREM2	Lung cancer	3	3	aug2014	Uncertain significance
COPA	Malignant melanoma	3	3	aug2014	not provided
DHH	46,XY gonadal dysgenesis, complete, dhh-relat	3	3	aug2014	Pathogenic
OR51F2	Malignant melanoma	1	1	aug2014	not provided
PADI1	Malignant melanoma	4	4	aug2014	not provided
PADI3	Malignant melanoma	1	1	aug2014	not provided
PADI4	Malignant melanoma	1	1	aug2014	not provided
CDK20	Malignant melanoma	2	2	aug2014	not provided
GJA10	Malignant melanoma	3	3	aug2014	not provided
PM20D1	Malignant melanoma	1	1	aug2014	not provided
HIST2H2AC	Malignant melanoma	1	1	aug2014	not provided
ALPPL2	Malignant melanoma	1	1	aug2014	not provided
ZPLD1	Malignant melanoma	3	3	aug2014	not provided
SHC4	Lung cancer	3	3	aug2014	Uncertain significance
NRIP1	Developmental delay and additional significan	2	2	aug2014	Pathogenic
OR52M1	Malignant melanoma	1	1	aug2014	not provided
GSTP1	GLUTATHIONE S-TRANSFERASE PI POLYMORPHISM, TY	3	3	aug2014	Benign
VTI1A	Lung cancer	3	3	aug2014	Uncertain significance
GPR133	Malignant melanoma	12	12	aug2014	not provided
VTI1B	Malignant melanoma	1	1	aug2014	not provided
ATP6V1C1	Global developmental delay	1	1	aug2014	Pathogenic
GPR139	Malignant melanoma	1	1	aug2014	not provided
NT5C	Malignant melanoma	1	1	aug2014	not provided
VCAM1	Malignant melanoma	2	2	aug2014	not provided
LOC100506457	Lung cancer	2	2	aug2014	Uncertain significance
MFRP	not provided	11	11	aug2014	Pathogenic
RPN2	Malignant melanoma	3	3	aug2014	not provided
CHSY1	Temtamy preaxial brachydactyly syndrome	7	7	aug2014	Pathogenic
GPATCH1	Malignant melanoma	3	3	aug2014	not provided
PPP1R3F	Malignant melanoma	1	1	aug2014	not provided
PPP1R3D	Malignant melanoma	1	1	aug2014	not provided
PPP1R3B	Malignant melanoma	1	1	aug2014	not provided
PPP1R3A	Malignant melanoma	15	15	aug2014	not provided
PNPLA2	Neutral lipid storage disease with myopathy	11	11	aug2014	Pathogenic
SYNE4	Deafness, autosomal recessive 76	1	1	aug2014	Pathogenic
TRIM16	Malignant melanoma	1	1	aug2014	not provided
PNPLA1	Autosomal recessive congenital ichthyosis 10	3	3	aug2014	Pathogenic
PPP2R3B	Malignant melanoma	2	2	aug2014	not provided
LUC7L2	Malignant melanoma	2	2	aug2014	not provided
FAM131B	Malignant melanoma	2	2	aug2014	not provided
HAL	Histidinemia	7	7	aug2014	Pathogenic
TBXAS1	Ghosal hematodiaphyseal syndrome	8	8	aug2014	Pathogenic
CAMKMT	Lung cancer	2	2	aug2014	Uncertain significance
ZNF521	Lung cancer	3	3	aug2014	Uncertain significance
BTN2A3P	Malignant melanoma	1	1	aug2014	not provided
PPP1R36	Malignant melanoma	1	1	aug2014	not provided
ZCRB1	Malignant melanoma	1	1	aug2014	not provided
CHERP	Malignant melanoma	1	1	aug2014	not provided
EHHADH	FANCONI RENOTUBULAR SYNDROME 3	1	1	aug2014	Pathogenic
ZNF619	Lung cancer	1	1	aug2014	Uncertain significance
INPP5A	Lung cancer	3	3	aug2014	Uncertain significance
NME7	Lung cancer	1	1	aug2014	Uncertain significance
INPP5E	AllHighlyPenetrant	26	26	aug2014	Likely benign
INPP5F	Malignant melanoma	1	1	aug2014	not provided
NME3	Malignant melanoma	2	2	aug2014	not provided
INPP5J	Malignant melanoma	2	2	aug2014	not provided
INPP5K	Malignant melanoma	3	3	aug2014	not provided
NME8	Ciliary dyskinesia, primary, 6	4	4	aug2014	Pathogenic
FREM2	Cryptophthalmos syndrome	8	8	aug2014	Pathogenic
FREM1	not provided	22	22	aug2014	not provided
PID1	Malignant melanoma	2	2	aug2014	not provided
CHI3L2	Lung cancer	2	2	aug2014	not provided
CLSPN	Malignant melanoma	2	2	aug2014	not provided
EPB42	Spherocytosis type 5	12	12	aug2014	Pathogenic
MAP1B	Malignant melanoma	4	4	aug2014	not provided
EPB41	Elliptocytosis 1	9	9	aug2014	Pathogenic
LOC644838	Lung cancer	1	1	aug2014	Uncertain significance
MATR3	Myopathy, distal, 2	5	5	aug2014	Pathogenic
HELB	Lung cancer	1	1	aug2014	Uncertain significance
RBAK	Malignant melanoma	1	1	aug2014	not provided
IGSF9B	Malignant melanoma	1	1	aug2014	not provided
NUDT8	Malignant melanoma	1	1	aug2014	not provided
LOC101927040	Lung cancer	1	1	aug2014	Uncertain significance
CYP4F3	Malignant melanoma	3	3	aug2014	not provided
TEKT1	Malignant melanoma	2	2	aug2014	not provided
TEKT3	Malignant melanoma	1	1	aug2014	not provided
TEKT5	Malignant melanoma	1	1	aug2014	not provided
TEKT4	Malignant melanoma	1	1	aug2014	not provided
VPS37A	Spastic paraplegia 53, autosomal recessive	2	2	aug2014	Pathogenic
TIAM1	Lung cancer	2	2	aug2014	Uncertain significance
TIAM2	Developmental delay and additional significan	2	2	aug2014	not provided
PNPLA6	Spastic paraplegia 39	12	12	aug2014	Pathogenic
PNPLA4	Lung cancer	1	1	aug2014	Uncertain significance
GUCA2B	Malignant melanoma	1	1	aug2014	not provided
LINC01081	Lung cancer	2	2	aug2014	Uncertain significance
GFOD2	Malignant melanoma	1	1	aug2014	not provided
GFOD1	Lung cancer	1	1	aug2014	Uncertain significance
HOMEZ	Malignant melanoma	1	1	aug2014	not provided
KATNAL1	Lung cancer	1	1	aug2014	Uncertain significance
KATNAL2	Malignant melanoma	1	1	aug2014	not provided
ATG10	Lung cancer	1	1	aug2014	Uncertain significance
ATG13	Malignant melanoma	3	3	aug2014	not provided
ATG14	Lung cancer	1	1	aug2014	Uncertain significance
COL12A1	Malignant melanoma	6	6	aug2014	not provided
RASAL2	Lung cancer	2	2	aug2014	not provided
SEC14L3	Malignant melanoma	1	1	aug2014	not provided
VSTM2A	Malignant melanoma	1	1	aug2014	not provided
VSTM2B	Lung cancer	1	1	aug2014	Uncertain significance
SEC14L5	Lung cancer	1	1	aug2014	Uncertain significance
SEC14L4	Malignant melanoma	1	1	aug2014	not provided
UPF2	Lung cancer	2	2	aug2014	not provided
SNED1	Malignant melanoma	2	2	aug2014	not provided
IL1B	Gastric cancer susceptibility after h. pylori	3	3	aug2014	not provided
THSD7B	Malignant melanoma	19	19	aug2014	not provided
THSD7A	Lung cancer	3	3	aug2014	Uncertain significance
RBM8A	Radial aplasia-thrombocytopenia syndrome	9	9	aug2014	Pathogenic
CASK	FG syndrome 4	20	20	aug2014	Pathogenic
CAST	Macrocephaly	4	4	aug2014	Pathogenic
WBP1L	Malignant melanoma	1	1	aug2014	not provided
KRT6B	not provided	4	4	aug2014	not provided
KRT6C	not provided	6	6	aug2014	Pathogenic
CASR	Hypocalciuric hypercalcemia, familial, type 1	107	107	aug2014	Pathogenic
GPR83	Malignant melanoma	2	2	aug2014	not provided
C5orf49	Lung cancer	2	2	aug2014	not provided
THRAP3	Malignant melanoma	1	1	aug2014	not provided
COMP	Pseudoachondroplastic spondyloepiphyseal dysp	37	37	aug2014	Pathogenic
BCYRN1	Abnormality of the skeletal system	2	2	aug2014	not provided
WBP11	Malignant melanoma	2	2	aug2014	not provided
ADAM21	Malignant melanoma	1	1	aug2014	not provided
ADAM23	Malignant melanoma	1	1	aug2014	not provided
ADAM22	Lung cancer	6	6	aug2014	Uncertain significance
GLCE	Malignant melanoma	1	1	aug2014	not provided
ARL6	Bardet-Biedl syndrome 3	10	10	aug2014	Pathogenic
ADAM29	Malignant melanoma	14	14	aug2014	not provided
ADAM28	Malignant melanoma	6	6	aug2014	not provided
TARDBP	Amyotrophic lateral sclerosis type 10	38	38	aug2014	Pathogenic
IL18	Malignant melanoma	1	1	aug2014	not provided
IL19	Lung cancer	1	1	aug2014	Uncertain significance
LINC00379	Lung cancer	2	2	aug2014	Uncertain significance
IL10	GRAFT-VERSUS-HOST DISEASE, RESISTANCE TO	3	3	aug2014	Pathogenic
GSTM2	Malignant melanoma	3	3	aug2014	not provided
IL13	Asthma, susceptibility to	4	4	aug2014	risk factor
IL16	Malignant melanoma	1	1	aug2014	not provided
LPAR2	Malignant melanoma	1	1	aug2014	not provided
PALLD	Pancreatic adenocarcinoma	47	47	aug2014	Uncertain significance
LOC101927129	Lung cancer	1	1	aug2014	Uncertain significance
C5orf42	Joubert syndrome 17	10	10	aug2014	Pathogenic
LOC101927123	Lung cancer	1	1	aug2014	Uncertain significance
COLGALT2	Malignant melanoma	3	3	aug2014	not provided
HOXC13-AS	Ectodermal dysplasia 9, hair/nail type	1	1	aug2014	Pathogenic
AEBP1	Malignant melanoma	1	1	aug2014	not provided
RBMS3	Lung cancer	3	3	aug2014	Uncertain significance
AEBP2	Malignant melanoma	1	1	aug2014	not provided
NOXA1	Developmental delay and additional significan	2	2	aug2014	not provided
DAD1	Developmental delay and additional significan	1	1	aug2014	Benign
GDF9	not provided	3	3	aug2014	Benign
GDF3	Microphthalmia, isolated, with coloboma 6	8	8	aug2014	Pathogenic
GDF2	Telangiectasia, hereditary hemorrhagic, type 	4	4	aug2014	Pathogenic
GDF1	not provided	9	9	aug2014	Pathogenic
GDF6	Klippel-Feil syndrome 1, autosomal dominant	12	12	aug2014	Pathogenic
GDF5	Brachydactyly type C	22	22	aug2014	Pathogenic
DIO3	Malignant melanoma	3	3	aug2014	not provided
CPT1A	Carnitine palmitoyltransferase I deficiency	53	53	aug2014	Pathogenic
ANXA3	Abnormality of mitochondrial metabolism	3	3	aug2014	Pathogenic
ANXA2	Malignant melanoma	1	1	aug2014	not provided
ANXA5	Attention deficit-hyperactivity disorder	3	3	aug2014	Pathogenic
ANXA7	Lung cancer	1	1	aug2014	Uncertain significance
TPST1	Lung cancer	1	1	aug2014	Uncertain significance
ANXA9	Malignant melanoma	1	1	aug2014	not provided
MEST	Malignant melanoma	2	2	aug2014	not provided
MCM7	Malignant melanoma	1	1	aug2014	not provided
MCM6	Lactase persistence	7	7	aug2014	Pathogenic
MCM4	Natural killer cell deficiency, familial isol	1	1	aug2014	Pathogenic
POU5F1	Malignant melanoma	1	1	aug2014	not provided
SASS6	Malignant melanoma	1	1	aug2014	not provided
DUSP11	Malignant melanoma	1	1	aug2014	not provided
SQSTM1	Osteitis deformans	4	4	aug2014	Pathogenic
CSH1	Malignant melanoma	2	2	aug2014	not provided
LOC253573	Lung cancer	1	1	aug2014	Uncertain significance
EPC2	Lung cancer	1	1	aug2014	Uncertain significance
LOC102723378	Lung cancer	1	1	aug2014	Uncertain significance
C3orf20	Malignant melanoma	2	2	aug2014	not provided
C3orf22	Lung cancer	1	1	aug2014	Uncertain significance
OPRD1	Lung cancer	2	2	aug2014	not provided
WNT9A	Malignant melanoma	1	1	aug2014	not provided
AGFG1	Malignant melanoma	1	1	aug2014	not provided
HEPACAM	Megalencephalic leukoencephalopathy with subc	10	10	aug2014	Pathogenic
SSX6	Malignant melanoma	1	1	aug2014	not provided
SSX7	Malignant melanoma	2	2	aug2014	not provided
USH2A	AllHighlyPenetrant	416	416	aug2014	Benign
SSX1	Global developmental delay	2	2	aug2014	not provided
ISL2	Malignant melanoma	1	1	aug2014	not provided
MRGBP	Malignant melanoma	1	1	aug2014	not provided
PKMYT1	Malignant melanoma	2	2	aug2014	not provided
MROH9	Lung cancer	1	1	aug2014	Uncertain significance
MROH8	Lung cancer	2	2	aug2014	not provided
KIFAP3	Malignant melanoma	1	1	aug2014	not provided
MS4A7	Malignant melanoma	1	1	aug2014	not provided
MROH7	Malignant melanoma	2	2	aug2014	not provided
MS4A2	Atopic asthma, susceptibility to	2	2	aug2014	not provided
MS4A3	Lung cancer	2	2	aug2014	not provided
MS4A1	Common variable immunodeficiency 5	2	2	aug2014	Pathogenic
ZNF141	Developmental delay and additional significan	5	5	aug2014	Uncertain significance
ZNF142	Malignant melanoma	1	1	aug2014	not provided
LGSN	Malignant melanoma	1	1	aug2014	not provided
LPAR4	Malignant melanoma	1	1	aug2014	not provided
CCDC102B	Lung cancer	10	10	aug2014	Uncertain significance
ZNF146	Malignant melanoma	1	1	aug2014	not provided
ZNF148	Malignant melanoma	3	3	aug2014	not provided
CPT2	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY,	34	34	aug2014	Pathogenic
DSC2	AllHighlyPenetrant	69	69	aug2014	Uncertain significance
DSC3	Malignant melanoma	9	9	aug2014	not provided
DSC1	Malignant melanoma	11	11	aug2014	not provided
CNTRL	Malignant melanoma	1	1	aug2014	not provided
PYGB	Malignant melanoma	1	1	aug2014	not provided
PYGL	Glycogen storage disease, type VI	23	23	aug2014	Pathogenic
PYGM	Glycogen storage disease, type V	44	44	aug2014	Pathogenic
SOD2	SUPEROXIDE DISMUTASE 2 POLYMORPHISM	3	3	aug2014	Pathogenic
SOD3	Superoxide dismutase, elevated extracellular	1	1	aug2014	Pathogenic
VWA8	Malignant melanoma	4	4	aug2014	not provided
SOD1	Amyotrophic lateral sclerosis type 1	37	37	aug2014	Pathogenic
VWA7	Malignant melanoma	1	1	aug2014	not provided
RANGAP1	Malignant melanoma	1	1	aug2014	not provided
FCGBP	Malignant melanoma	5	5	aug2014	not provided
KCNN4	Global developmental delay	1	1	aug2014	Uncertain significance
FASLG	Autoimmune lymphoproliferative syndrome	8	8	aug2014	Pathogenic
KCNN2	Lung cancer	2	2	aug2014	Uncertain significance
PMS1	AllHighlyPenetrant	20	20	aug2014	not provided
PMS2	Neoplastic Syndromes, Hereditary	432	432	aug2014	Uncertain significance
HNRNPLL	Malignant melanoma	1	1	aug2014	not provided
ISLR	Malignant melanoma	2	2	aug2014	not provided
MST1R	Malignant melanoma	1	1	aug2014	not provided
C9orf170	Malignant melanoma	2	2	aug2014	not provided
ZADH2	Lung cancer	1	1	aug2014	Uncertain significance
MST1L	Malignant melanoma	1	1	aug2014	not provided
HUNK	Malignant melanoma	2	2	aug2014	not provided
GRIP1	Lung cancer	12	12	aug2014	not provided
GRIP2	Malignant melanoma	1	1	aug2014	not provided
SLC19A2	Megaloblastic anemia, thiamine-responsive, wi	13	13	aug2014	Pathogenic
SLC19A3	not provided	21	21	aug2014	Benign
CCDC65	Ciliary dyskinesia, primary, 27	1	1	aug2014	Pathogenic
NIT2	Lung cancer	2	2	aug2014	Uncertain significance
CCDC67	Malignant melanoma	3	3	aug2014	not provided
VDR	Vitamin D-dependent rickets, type 2	19	19	aug2014	Pathogenic
FOXK2	Developmental delay and additional significan	6	6	aug2014	Uncertain significance
FOXK1	Malignant melanoma	1	1	aug2014	not provided
RAX2	AllHighlyPenetrant	7	7	aug2014	Pathogenic
CCDC69	Malignant melanoma	1	1	aug2014	not provided
PABPN1	Oculopharyngeal muscular dystrophy	5	5	aug2014	Pathogenic
EP400	Malignant melanoma	3	3	aug2014	not provided
CRYGB	Cataract 39, multiple types	2	2	aug2014	Pathogenic
KCNJ16	Malignant melanoma	2	2	aug2014	not provided
KRT8	not provided	37	37	aug2014	not provided
LOC101928062	Lung cancer	2	2	aug2014	Uncertain significance
MED12L	Malignant melanoma	6	6	aug2014	not provided
SLC35A1	not provided	6	6	aug2014	Benign
SLC35A2	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE II	7	7	aug2014	Pathogenic
SLC35A3	ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZU	2	2	aug2014	Pathogenic
ANKRD18A	Malignant melanoma	5	5	aug2014	not provided
MPDZ	Lung cancer	3	3	aug2014	Pathogenic
NXF5	Focal segmental glomerulosclerosis	2	2	aug2014	not provided
NXF1	Malignant melanoma	1	1	aug2014	not provided
ASIC5	Malignant melanoma	2	2	aug2014	not provided
PGM5	Lung cancer	1	1	aug2014	Uncertain significance
ASIC1	Developmental delay and additional significan	1	1	aug2014	Uncertain significance
PGM1	Congenital disorder of glycosylation type 1t	9	9	aug2014	Pathogenic
PGM2	Lung cancer	1	1	aug2014	Uncertain significance
ASIC2	Lung cancer	15	15	aug2014	Uncertain significance
ABCB11	Progressive familial intrahepatic cholestasis	11	11	aug2014	Pathogenic
TMEM44	Malignant melanoma	1	1	aug2014	not provided
SART3	Porokeratosis, disseminated superficial actin	2	2	aug2014	not provided
SART1	Malignant melanoma	2	2	aug2014	not provided
APLF	Lung cancer	1	1	aug2014	Uncertain significance
PMP22	Hereditary liability to pressure palsies	33	33	aug2014	Pathogenic
SLC25A43	Malignant melanoma	2	2	aug2014	not provided
SLC25A47	Malignant melanoma	2	2	aug2014	not provided
SLC25A48	Lung cancer	2	2	aug2014	not provided
HOXD13	Synpolydactyly with foot anomalies	14	14	aug2014	Pathogenic
HOXD10	Vertical talus, congenital	1	1	aug2014	Pathogenic
PAK1	Malignant melanoma	3	3	aug2014	not provided
PDZD7	AllHighlyPenetrant	21	21	aug2014	Benign
TNF	Malaria, cerebral, susceptibility to	13	13	aug2014	risk factor
TOX3	Lung cancer	4	4	aug2014	Uncertain significance
OR2F1	Malignant melanoma	3	3	aug2014	not provided
OR2F2	Malignant melanoma	1	1	aug2014	not provided
BEST3	Malignant melanoma	1	1	aug2014	not provided
BEST1	not provided	159	159	aug2014	not provided
LIN54	Lung cancer	1	1	aug2014	Uncertain significance
PDZD9	Developmental delay and additional significan	1	1	aug2014	Uncertain significance
PDZD8	Lung cancer	1	1	aug2014	Uncertain significance
BDNF	Bulimia nervosa, age of onset of weight loss 	10	10	aug2014	association
TNC	Malignant melanoma	5	5	aug2014	not provided
SORCS1	Lung cancer	23	23	aug2014	Uncertain significance
SORCS2	Lung cancer	3	3	aug2014	Uncertain significance
SORCS3	Malignant melanoma	15	15	aug2014	not provided
RPL35A	Diamond-Blackfan anemia 5	3	3	aug2014	Pathogenic
FLJ21408	Lung cancer	1	1	aug2014	Uncertain significance
LINC00587	Lung cancer	1	1	aug2014	Uncertain significance
TMCC3	Malignant melanoma	1	1	aug2014	not provided
TNPO2	Malignant melanoma	1	1	aug2014	not provided
TNPO3	Limb-girdle muscular dystrophy, type 1F	5	5	aug2014	Pathogenic
TNPO1	Lung cancer	4	4	aug2014	not provided
GCN1L1	Lung cancer	4	4	aug2014	not provided
MAPK1	Developmental delay and additional significan	7	7	aug2014	Pathogenic
MAPK6	Developmental delay and additional significan	2	2	aug2014	not provided
BCO1	Hypercarotenemia and vitamin a deficiency, au	2	2	aug2014	Pathogenic
MAPK4	Malignant melanoma	5	5	aug2014	not provided
LINC01182	Lung cancer	5	5	aug2014	Uncertain significance
MAPK8	Lung cancer	1	1	aug2014	Uncertain significance
SGPP2	Malignant melanoma	1	1	aug2014	not provided
CUZD1	Malignant melanoma	4	4	aug2014	not provided
ATP8A2	Lung cancer	14	14	aug2014	Uncertain significance
PGPEP1L	Lung cancer	1	1	aug2014	Uncertain significance
ATP8A1	Malignant melanoma	5	5	aug2014	not provided
NEO1	Lung cancer	4	4	aug2014	Uncertain significance
KIAA1804	Malignant melanoma	2	2	aug2014	not provided
BCOR	AllHighlyPenetrant	42	42	aug2014	not provided
VWA3B	Malignant melanoma	5	5	aug2014	not provided
BCAP31	Chromosome Xq28 deletion syndrome	3	3	aug2014	Pathogenic
CCL11	Congenital human immunodeficiency virus	2	2	aug2014	Pathogenic
VPS35	Parkinsons disease	3	3	aug2014	Pathogenic
CCL16	Malignant melanoma	1	1	aug2014	not provided
VPS36	Malignant melanoma	1	1	aug2014	not provided
VPS39	Malignant melanoma	3	3	aug2014	not provided
BLOC1S5-TXNDC5	Lung cancer	2	2	aug2014	Uncertain significance
STAT5B	Growth hormone insensitivity with immunodefic	7	7	aug2014	Pathogenic
TAS2R41	Malignant melanoma	4	4	aug2014	not provided
FDX1L	Malignant melanoma	2	2	aug2014	not provided
GPR87	Lung cancer	1	1	aug2014	Uncertain significance
OR56B4	Malignant melanoma	1	1	aug2014	not provided
C1orf100	Malignant melanoma	1	1	aug2014	not provided
LRRC14B	Malignant melanoma	1	1	aug2014	not provided
KCTD1	Scalp ear nipple syndrome	8	8	aug2014	Pathogenic
KCTD7	not provided	17	17	aug2014	Pathogenic
C1orf105	Malignant melanoma	1	1	aug2014	not provided
C1orf106	Malignant melanoma	2	2	aug2014	not provided
